   fs    GO-OH  GO-OH-SV GO-OH-DV GO-OH-SW
 220900 0.09501 0.16381 0.09196 0.10761
 220950 0.09502 0.16382 0.09197 0.10762
 221000 0.09503 0.16383 0.09199 0.10763
 221050 0.09504 0.16381  0.092  0.10764
 221100 0.09504 0.16379 0.09202 0.10764
 221150 0.09505 0.16376 0.09205 0.10765
 221200 0.09505 0.16372 0.09208 0.10766
 221250 0.09507 0.16367  0.0921 0.10767
 221300 0.09508 0.16362 0.09211 0.10768
 221350 0.09509 0.16356 0.09212 0.10769
 221400 0.09511 0.16351 0.09213  0.1077
 221450 0.09512 0.16346 0.09215 0.10771
 221500 0.09513 0.16341 0.09217 0.10771
 221550 0.09514 0.16335  0.0922 0.10771
 221600 0.09515  0.1633 0.09222 0.10771
 221650 0.09515 0.16325 0.09224 0.10772
 221700 0.09516  0.1632 0.09227 0.10774
 221750 0.09516 0.16315 0.09229 0.10776
 221800 0.09518  0.1631 0.09231 0.10779
 221850  0.0952 0.16306 0.09233 0.10781
 221900 0.09523 0.16301 0.09235 0.10782
 221950 0.09525 0.16296 0.09237 0.10783
 222000 0.09529  0.1629 0.09239 0.10785
 222050 0.09533 0.16286 0.09239 0.10786
 222100 0.09537 0.16282 0.09239 0.10787
 222150 0.09541 0.16278 0.09239 0.10788
 222200 0.09545 0.16275 0.09239 0.10788
 222250 0.09548 0.16273  0.0924 0.10788
 222300 0.09551 0.16272 0.09241 0.10788
 222350 0.09553 0.16271 0.09241 0.10788
 222400 0.09554  0.1627 0.09242 0.10787
 222450 0.09554  0.1627 0.09242 0.10787
 222500 0.09554  0.1627 0.09242 0.10785
 222550 0.09553 0.16269 0.09242 0.10783
 222600 0.09553 0.16268 0.09242 0.10782
 222650 0.09553 0.16267 0.09243  0.1078
 222700 0.09555 0.16267 0.09245  0.1078
 222750 0.09557 0.16267 0.09248 0.10781
 222800  0.0956 0.16267 0.09251 0.10783
 222850 0.09563 0.16268 0.09254 0.10785
 222900 0.09567 0.16268 0.09257 0.10786
 222950 0.09571 0.16269  0.0926 0.10786
 223000 0.09573 0.16271 0.09263 0.10785
 223050 0.09576 0.16272 0.09266 0.10785
 223100 0.09578 0.16274 0.09269 0.10784
 223150  0.0958 0.16275 0.09271 0.10783
 223200 0.09583 0.16276 0.09274 0.10784
 223250 0.09584 0.16276 0.09276 0.10784
 223300 0.09584 0.16277 0.09278 0.10785
 223350 0.09584 0.16279  0.0928 0.10785
 223400 0.09583 0.16281 0.09282 0.10786
 223450 0.09583 0.16284 0.09284 0.10787
 223500 0.09582 0.16288 0.09286 0.10788
 223550 0.09582 0.16294 0.09288  0.1079
 223600 0.09582 0.16299  0.0929 0.10791
 223650 0.09583 0.16303 0.09293 0.10792
 223700 0.09585 0.16308 0.09297 0.10792
 223750 0.09586 0.16312 0.09301 0.10792
 223800 0.09589 0.16317 0.09305 0.10792
 223850 0.09591 0.16322 0.09309 0.10791
 223900 0.09594 0.16327 0.09314  0.1079
 223950 0.09597 0.16333 0.09319 0.10789
 224000 0.09599  0.1634 0.09323 0.10789
 224050 0.09599 0.16347 0.09327  0.1079
 224100 0.09598 0.16354 0.09331  0.1079
 224150 0.09596  0.1636 0.09335 0.10791
 224200 0.09594 0.16366 0.09339 0.10793
 224250 0.09592 0.16373 0.09342 0.10795
 224300 0.09592 0.16379 0.09345 0.10797
 224350 0.09591 0.16384 0.09347 0.10798
 224400 0.09591  0.1639  0.0935 0.10799
 224450 0.09591 0.16396 0.09352 0.10799
 224500  0.0959 0.16402 0.09354 0.10799
 224550 0.09589 0.16407 0.09357 0.10799
 224600 0.09587 0.16411 0.09359 0.10798
 224650 0.09585 0.16414 0.09362 0.10798
 224700 0.09583 0.16416 0.09366 0.10799
 224750 0.09582 0.16419  0.0937  0.108
 224800 0.09582 0.16421 0.09374 0.10802
 224850 0.09582 0.16422 0.09377 0.10805
 224900 0.09582 0.16423 0.09381 0.10806
 224950 0.09583 0.16425 0.09384 0.10808
 225000 0.09585 0.16426 0.09387 0.10808
 225050 0.09586 0.16426  0.0939 0.10809
 225100 0.09588 0.16426 0.09395  0.1081
 225150  0.0959 0.16425  0.094  0.10811
 225200 0.09592 0.16424 0.09405 0.10812
 225250 0.09594 0.16422 0.09411 0.10813
 225300 0.09596  0.1642 0.09417 0.10813
 225350 0.09599 0.16417 0.09422 0.10813
 225400  0.096  0.16415 0.09427 0.10813
 225450 0.09602 0.16413 0.09431 0.10813
 225500 0.09602 0.16411 0.09436 0.10814
 225550 0.09602 0.16409 0.09439 0.10816
 225600 0.09601 0.16407 0.09443 0.10817
 225650 0.09601 0.16406 0.09446 0.10817
 225700 0.09601 0.16406 0.09449 0.10818
 225750 0.09601 0.16406 0.09451 0.10818
 225800 0.09602 0.16406 0.09454 0.10819
 225850 0.09603 0.16407 0.09455  0.1082
 225900 0.09603 0.16408 0.09456 0.10821
 225950 0.09604 0.16411 0.09457 0.10821
 226000 0.09605 0.16415 0.09458  0.1082
 226050 0.09606 0.16419 0.09459 0.10819
 226100 0.09607 0.16423 0.09461 0.10817
 226150 0.09606 0.16428 0.09463 0.10815
 226200 0.09606 0.16434 0.09466 0.10814
 226250 0.09606 0.16441 0.09469 0.10813
 226300 0.09606 0.16449 0.09473 0.10812
 226350 0.09607 0.16458 0.09477 0.10812
 226400 0.09608 0.16468 0.09482 0.10811
 226450 0.09609 0.16477 0.09487 0.10811
 226500  0.0961 0.16487 0.09493 0.10811
 226550 0.09611 0.16496 0.09499 0.10811
 226600  0.0961 0.16504 0.09504 0.10812
 226650  0.0961 0.16511 0.09509 0.10812
 226700 0.09609 0.16517 0.09513 0.10813
 226750 0.09608 0.16522 0.09517 0.10814
 226800 0.09607 0.16526 0.09521 0.10813
 226850 0.09607  0.1653 0.09525 0.10812
 226900 0.09607 0.16532 0.09528 0.10812
 226950 0.09606 0.16534 0.09532 0.10812
 227000 0.09606 0.16534 0.09535 0.10812
 227050 0.09606 0.16535 0.09538 0.10813
 227100 0.09606 0.16535 0.09541 0.10813
 227150 0.09605 0.16535 0.09543 0.10813
 227200 0.09604 0.16535 0.09546 0.10812
 227250 0.09604 0.16534 0.09548 0.10811
 227300 0.09605 0.16532 0.09551  0.1081
 227350 0.09607  0.1653 0.09554 0.10809
 227400 0.09608 0.16527 0.09557 0.10808
 227450  0.0961 0.16524 0.09559 0.10809
 227500 0.09611 0.16521 0.09562 0.10809
 227550 0.09611  0.1652 0.09564  0.1081
 227600  0.0961 0.16519 0.09566 0.10812
 227650 0.09609 0.16519 0.09568 0.10815
 227700 0.09606 0.16519 0.09571 0.10817
 227750 0.09604 0.16519 0.09573 0.10819
 227800 0.09602 0.16519 0.09575 0.10822
 227850  0.096  0.16519 0.09577 0.10824
 227900 0.09599 0.16519 0.09578 0.10826
 227950 0.09597 0.16519 0.09579 0.10828
 228000 0.09596 0.16519 0.09581  0.1083
 228050 0.09595 0.16521 0.09583 0.10831
 228100 0.09595 0.16523 0.09586 0.10833
 228150 0.09595 0.16527 0.09589 0.10835
 228200 0.09594  0.1653 0.09593 0.10837
 228250 0.09593 0.16534 0.09597  0.1084
 228300 0.09593 0.16537 0.09601 0.10842
 228350 0.09593 0.16539 0.09605 0.10843
 228400 0.09594  0.1654 0.09609 0.10845
 228450 0.09594 0.16542 0.09614 0.10847
 228500 0.09595 0.16543 0.09618 0.10849
 228550 0.09596 0.16544 0.09621  0.1085
 228600 0.09597 0.16544 0.09624 0.10851
 228650 0.09598 0.16545 0.09626 0.10851
 228700 0.09598 0.16545 0.09628 0.10852
 228750 0.09598 0.16546 0.09631 0.10851
 228800 0.09598 0.16547 0.09633  0.1085
 228850 0.09597 0.16547 0.09636 0.10849
 228900 0.09595 0.16548  0.0964 0.10848
 228950 0.09593 0.16548 0.09644 0.10847
 229000  0.0959 0.16548 0.09648 0.10848
 229050 0.09587  0.1655 0.09652 0.10848
 229100 0.09585 0.16552 0.09657 0.10848
 229150 0.09583 0.16554 0.09661 0.10848
 229200 0.09583 0.16556 0.09666 0.10849
 229250 0.09583 0.16557  0.0967  0.1085
 229300 0.09583 0.16557 0.09674 0.10852
 229350 0.09583 0.16557 0.09678 0.10854
 229400 0.09583 0.16557 0.09681 0.10856
 229450 0.09583 0.16558 0.09684 0.10858
 229500 0.09583 0.16559 0.09686 0.10859
 229550 0.09583  0.1656 0.09689 0.10858
 229600 0.09582 0.16561 0.09692 0.10857
 229650 0.09582 0.16561 0.09695 0.10856
 229700 0.09583 0.16561 0.09698 0.10855
 229750 0.09583 0.16561  0.097  0.10853
 229800 0.09583 0.16561 0.09703 0.10851
 229850 0.09582 0.16561 0.09705 0.10849
 229900  0.0958 0.16561 0.09707 0.10848
 229950 0.09578 0.16561 0.09708 0.10846
 230000 0.09576 0.16561 0.09708 0.10846
 230050 0.09574 0.16561 0.09709 0.10847
 230100 0.09573 0.16563 0.09709 0.10849
 230150 0.09573 0.16565 0.09709 0.10851
 230200 0.09573 0.16567  0.0971 0.10852
 230250 0.09574 0.16571 0.09711 0.10854
 230300 0.09574 0.16575 0.09712 0.10856
 230350 0.09574 0.16579 0.09713 0.10859
 230400 0.09574 0.16585 0.09715 0.10862
 230450 0.09575 0.16593 0.09716 0.10863
 230500 0.09576 0.16602 0.09718 0.10865
 230550 0.09577 0.16614 0.09721 0.10867
 230600 0.09578 0.16626 0.09723 0.10869
 230650  0.0958 0.16638 0.09725 0.10871
 230700 0.09583  0.1665 0.09728 0.10872
 230750 0.09585 0.16662  0.0973 0.10873
 230800 0.09586 0.16674 0.09733 0.10873
 230850 0.09587 0.16686 0.09734 0.10873
 230900 0.09588 0.16697 0.09736 0.10872
 230950 0.09589 0.16707 0.09737 0.10871
 231000  0.0959 0.16715 0.09739  0.1087
 231050 0.09591 0.16724  0.0974 0.10868
 231100 0.09591  0.1673 0.09743 0.10866
 231150  0.0959 0.16735 0.09745 0.10864
 231200 0.09589  0.1674 0.09747 0.10862
 231250 0.09588 0.16744 0.09749  0.1086
 231300 0.09586 0.16747  0.0975 0.10859
 231350 0.09586  0.1675 0.09751 0.10858
 231400 0.09585 0.16752 0.09751 0.10858
 231450 0.09586 0.16756 0.09751 0.10859
 231500 0.09587 0.16761  0.0975  0.1086
 231550 0.09588 0.16767 0.09751 0.10862
 231600 0.09589 0.16774 0.09753 0.10864
 231650 0.09589 0.16781 0.09755 0.10865
 231700 0.09589 0.16786 0.09758 0.10867
 231750 0.09589  0.1679  0.0976 0.10869
 231800 0.09589 0.16793 0.09763 0.10872
 231850 0.09588 0.16795 0.09765 0.10874
 231900 0.09588 0.16797 0.09768 0.10877
 231950 0.09589 0.16797 0.09771 0.10879
 232000 0.09589 0.16796 0.09774 0.10879
 232050 0.09589 0.16795 0.09777  0.1088
 232100 0.09589 0.16792 0.09781 0.10881
 232150 0.09589 0.16789 0.09783 0.10882
 232200 0.09588 0.16786 0.09786 0.10883
 232250 0.09587 0.16783 0.09789 0.10885
 232300 0.09587  0.1678 0.09792 0.10888
 232350 0.09586 0.16776 0.09795  0.1089
 232400 0.09586 0.16773 0.09797 0.10891
 232450 0.09586 0.16771  0.098  0.10893
 232500 0.09586 0.16769 0.09803 0.10894
 232550 0.09586 0.16767 0.09804 0.10895
 232600 0.09585 0.16766 0.09805 0.10895
 232650 0.09585 0.16767 0.09805 0.10895
 232700 0.09584 0.16769 0.09805 0.10894
 232750 0.09583 0.16772 0.09804 0.10893
 232800 0.09581 0.16775 0.09803 0.10891
 232850  0.0958 0.16779 0.09802  0.1089
 232900 0.09578 0.16781 0.09801 0.10889
 232950 0.09577 0.16784  0.098   0.1089
 233000 0.09575 0.16787  0.098  0.10892
 233050 0.09574  0.1679 0.09801 0.10894
 233100 0.09573 0.16793 0.09802 0.10896
 233150 0.09573 0.16796 0.09803 0.10897
 233200 0.09572 0.16799 0.09805 0.10898
 233250 0.09571 0.16803 0.09806 0.10898
 233300 0.09571 0.16807 0.09809 0.10897
 233350  0.0957 0.16811 0.09811 0.10896
 233400  0.0957 0.16816 0.09814 0.10894
 233450 0.09569 0.16819 0.09817 0.10891
 233500 0.09568 0.16821  0.0982 0.10889
 233550 0.09566 0.16823 0.09823 0.10887
 233600 0.09565 0.16825 0.09825 0.10887
 233650 0.09563 0.16827 0.09827 0.10888
 233700 0.09561 0.16831 0.09829  0.1089
 233750  0.0956 0.16834  0.0983 0.10891
 233800 0.09558 0.16838 0.09831 0.10893
 233850 0.09556 0.16842 0.09832 0.10894
 233900 0.09555 0.16847 0.09835 0.10894
 233950 0.09554 0.16853 0.09837 0.10894
 234000 0.09553  0.1686 0.09838 0.10895
 234050 0.09551 0.16867  0.0984 0.10897
 234100 0.09549 0.16876 0.09841 0.10899
 234150 0.09547 0.16885 0.09842 0.10901
 234200 0.09546 0.16893 0.09842 0.10903
 234250 0.09545  0.169  0.09842 0.10906
 234300 0.09545 0.16909 0.09842 0.10909
 234350 0.09544 0.16918 0.09842 0.10912
 234400 0.09543 0.16928 0.09843 0.10915
 234450 0.09541 0.16939 0.09844 0.10917
 234500 0.09539  0.1695 0.09845 0.10919
 234550 0.09536  0.1696 0.09846 0.10919
 234600 0.09533  0.1697 0.09846 0.10917
 234650 0.09531 0.16979 0.09847 0.10915
 234700 0.09528 0.16989 0.09848 0.10913
 234750 0.09524 0.16998  0.0985  0.1091
 234800 0.09522 0.17007 0.09851 0.10909
 234850  0.0952 0.17016 0.09853 0.10908
 234900 0.09517 0.17024 0.09854 0.10907
 234950 0.09516 0.17032 0.09854 0.10908
 235000 0.09515 0.17038 0.09854 0.10909
 235050 0.09515 0.17044 0.09854  0.1091
 235100 0.09515 0.17049 0.09853 0.10912
 235150 0.09515 0.17054 0.09853 0.10914
 235200 0.09515 0.17058 0.09854 0.10916
 235250 0.09515  0.1706 0.09854 0.10918
 235300 0.09514 0.17061 0.09855 0.10919
 235350 0.09515 0.17061 0.09857  0.1092
 235400 0.09516  0.1706 0.09858  0.1092
 235450 0.09516 0.17057  0.0986 0.10919
 235500 0.09517 0.17054 0.09861 0.10918
 235550 0.09518  0.1705 0.09862 0.10918
 235600 0.09518 0.17047 0.09864 0.10917
 235650 0.09518 0.17045 0.09866 0.10917
 235700 0.09518 0.17041 0.09868 0.10916
 235750 0.09518 0.17038 0.09871 0.10915
 235800 0.09518 0.17035 0.09873 0.10914
 235850 0.09518 0.17032 0.09876 0.10913
 235900 0.09517  0.1703 0.09878 0.10911
 235950 0.09517 0.17028 0.09881 0.10909
 236000 0.09518 0.17027 0.09883 0.10907
 236050 0.09518 0.17026 0.09886 0.10906
 236100 0.09518 0.17025 0.09889 0.10907
 236150 0.09518 0.17024 0.09892 0.10908
 236200 0.09517 0.17024 0.09895  0.1091
 236250 0.09516 0.17025 0.09899 0.10912
 236300 0.09515 0.17026 0.09902 0.10913
 236350 0.09513 0.17027 0.09904 0.10915
 236400 0.09513 0.17026 0.09906 0.10915
 236450 0.09513 0.17025 0.09907 0.10916
 236500 0.09513 0.17024 0.09908 0.10917
 236550 0.09512 0.17024  0.0991 0.10916
 236600 0.09512 0.17023 0.09911 0.10915
 236650 0.09511 0.17023 0.09913 0.10914
 236700 0.09511 0.17023 0.09914 0.10912
 236750  0.0951 0.17022 0.09915  0.1091
 236800 0.09509 0.17022 0.09917 0.10909
 236850 0.09508 0.17022 0.09919 0.10907
 236900 0.09507 0.17023  0.0992 0.10905
 236950 0.09504 0.17024 0.09921 0.10904
 237000 0.09501 0.17025 0.09921 0.10903
 237050 0.09497 0.17025 0.09921 0.10902
 237100 0.09494 0.17024  0.0992 0.10902
 237150 0.09491 0.17023  0.0992 0.10902
 237200 0.09488 0.17021 0.09921 0.10902
 237250 0.09486 0.17019 0.09921 0.10901
 237300 0.09484 0.17016 0.09922  0.109
 237350 0.09482 0.17014 0.09923 0.10899
 237400  0.0948 0.17013 0.09925 0.10898
 237450 0.09477 0.17012 0.09926 0.10897
 237500 0.09475 0.17011 0.09928 0.10896
 237550 0.09474 0.17011 0.09929 0.10896
 237600 0.09472  0.1701 0.09932 0.10895
 237650  0.0947 0.17008 0.09934 0.10895
 237700 0.09468 0.17006 0.09938 0.10896
 237750 0.09467 0.17004 0.09943 0.10897
 237800 0.09465 0.17002 0.09948 0.10898
 237850 0.09464 0.16998 0.09953 0.10899
 237900 0.09463 0.16995 0.09957 0.10899
 237950 0.09462 0.16991 0.09961 0.10899
 238000 0.09461 0.16988 0.09964 0.10899
 238050  0.0946 0.16986 0.09967 0.10899
 238100 0.09458 0.16983  0.0997 0.10899
 238150 0.09456 0.16981 0.09973 0.10899
 238200 0.09455  0.1698 0.09975 0.10899
 238250 0.09455 0.16981 0.09977 0.10899
 238300 0.09455 0.16982 0.09978  0.109
 238350 0.09455 0.16981 0.09978 0.10901
 238400 0.09456 0.16981 0.09978 0.10902
 238450 0.09456 0.16982 0.09979 0.10903
 238500 0.09457 0.16983 0.09979 0.10904
 238550 0.09458 0.16986  0.0998 0.10905
 238600 0.09459  0.1699 0.09982 0.10906
 238650  0.0946 0.16995 0.09984 0.10907
 238700 0.09462   0.17  0.09986 0.10908
 238750 0.09463 0.17007 0.09987 0.10909
 238800 0.09465 0.17014 0.09988  0.1091
 238850 0.09467 0.17022 0.09988 0.10909
 238900 0.09469 0.17029 0.09987 0.10907
 238950 0.09472 0.17038 0.09986 0.10905
 239000 0.09475 0.17046 0.09985 0.10903
 239050 0.09478 0.17055 0.09985 0.10901
 239100 0.09479 0.17063 0.09985 0.10899
 239150 0.09481 0.17072 0.09986 0.10898
 239200 0.09482 0.17082 0.09986 0.10897
 239250 0.09484 0.17092 0.09986 0.10898
 239300 0.09486 0.17102 0.09985 0.10899
 239350 0.09489 0.17111 0.09985  0.109
 239400 0.09492 0.17119 0.09985 0.10902
 239450 0.09495 0.17127 0.09986 0.10904
 239500 0.09497 0.17134 0.09987 0.10905
 239550 0.09499 0.17141 0.09989 0.10906
 239600  0.095  0.17147 0.09991 0.10905
 239650  0.095  0.17153 0.09992 0.10905
 239700  0.095  0.17159 0.09992 0.10904
 239750 0.09499 0.17166 0.09991 0.10903
 239800 0.09497 0.17171 0.09991 0.10902
 239850 0.09497 0.17175 0.09991 0.10902
 239900 0.09497 0.17177 0.09993 0.10902
 239950 0.09497 0.17179 0.09994 0.10903
 240000 0.09496 0.17179 0.09996 0.10905
 240050 0.09496 0.17178 0.09998 0.10908
 240100 0.09495 0.17178   0.1    0.1091
 240150 0.09495 0.17177 0.10001 0.10911
 240200 0.09495 0.17174 0.10002 0.10912
 240250 0.09496 0.17172 0.10003 0.10913
 240300 0.09496 0.17169 0.10003 0.10913
 240350 0.09496 0.17167 0.10003 0.10913
 240400 0.09496 0.17164 0.10003 0.10912
 240450 0.09496 0.17163 0.10004 0.10913
 240500 0.09497 0.17162 0.10004 0.10914
 240550 0.09498 0.17162 0.10005 0.10916
 240600 0.09499 0.17163 0.10006 0.10917
 240650  0.095  0.17164 0.10006 0.10918
 240700  0.095  0.17167 0.10005 0.10919
 240750 0.09501 0.17171 0.10005  0.1092
 240800 0.09501 0.17175 0.10005  0.1092
 240850  0.095  0.17181 0.10004 0.10921
 240900 0.09499 0.17188 0.10004 0.10922
 240950 0.09498 0.17195 0.10003 0.10923
 241000 0.09497 0.17204 0.10003 0.10923
 241050 0.09497 0.17213 0.10002 0.10922
 241100 0.09496 0.17222 0.10002 0.10922
 241150 0.09496  0.1723 0.10002 0.10922
 241200 0.09497 0.17238 0.10001 0.10923
 241250 0.09498 0.17245 0.10001 0.10924
 241300 0.09497 0.17251 0.10001 0.10925
 241350 0.09497 0.17257 0.10001 0.10926
 241400 0.09496 0.17262   0.1   0.10927
 241450 0.09494 0.17268 0.09999 0.10929
 241500 0.09492 0.17275 0.09999 0.10931
 241550  0.0949 0.17282 0.09999 0.10933
 241600 0.09487  0.1729   0.1   0.10935
 241650 0.09485 0.17297   0.1   0.10936
 241700 0.09481 0.17305 0.10001 0.10937
 241750 0.09478 0.17312 0.10002 0.10937
 241800 0.09474 0.17319 0.10003 0.10936
 241850  0.0947 0.17325 0.10003 0.10935
 241900 0.09466 0.17332 0.10005 0.10934
 241950 0.09461 0.17338 0.10006 0.10934
 242000 0.09457 0.17346 0.10007 0.10933
 242050 0.09453 0.17353 0.10007 0.10932
 242100 0.09449  0.1736 0.10008 0.10932
 242150 0.09445 0.17365 0.10009 0.10931
 242200 0.09442  0.1737  0.1001 0.10931
 242250  0.0944 0.17374 0.10011 0.10931
 242300 0.09438 0.17378 0.10013 0.10932
 242350 0.09436 0.17383 0.10014 0.10933
 242400 0.09434 0.17389 0.10015 0.10933
 242450 0.09432 0.17396 0.10016 0.10932
 242500 0.09429 0.17404 0.10016 0.10931
 242550 0.09426 0.17413 0.10017  0.1093
 242600 0.09422 0.17422 0.10017  0.1093
 242650 0.09419 0.17431 0.10017 0.10931
 242700 0.09416 0.17441 0.10016 0.10932
 242750 0.09413 0.17451 0.10017 0.10933
 242800  0.0941  0.1746 0.10016 0.10936
 242850 0.09408 0.17468 0.10016 0.10938
 242900 0.09406 0.17474 0.10016  0.1094
 242950 0.09404  0.1748 0.10017 0.10941
 243000 0.09403 0.17486 0.10018 0.10942
 243050 0.09402 0.17492 0.10019 0.10944
 243100 0.09401 0.17499  0.1002 0.10946
 243150 0.09401 0.17506  0.1002 0.10948
 243200  0.094  0.17514  0.1002  0.1095
 243250  0.094  0.17523 0.10019 0.10952
 243300 0.09401 0.17533 0.10017 0.10953
 243350  0.094  0.17542 0.10016 0.10955
 243400 0.09399 0.17551 0.10015 0.10957
 243450 0.09398 0.17561 0.10014 0.10958
 243500 0.09398  0.1757 0.10013  0.1096
 243550 0.09397 0.17579 0.10012 0.10962
 243600 0.09397 0.17586 0.10011 0.10963
 243650 0.09396 0.17593  0.1001 0.10964
 243700 0.09397 0.17599  0.1001 0.10964
 243750 0.09398 0.17604  0.1001 0.10965
 243800  0.094  0.17608 0.10011 0.10966
 243850 0.09401 0.17612 0.10012 0.10967
 243900 0.09403 0.17616 0.10013 0.10968
 243950 0.09405  0.1762 0.10014  0.1097
 244000 0.09406 0.17623 0.10015 0.10973
 244050 0.09408 0.17626 0.10016 0.10975
 244100  0.0941 0.17628 0.10017 0.10976
 244150 0.09412 0.17631 0.10018 0.10978
 244200 0.09413 0.17634 0.10019 0.10979
 244250 0.09414 0.17636  0.1002  0.1098
 244300 0.09414  0.1764  0.1002  0.1098
 244350 0.09414 0.17643  0.1002 0.10981
 244400 0.09413 0.17648  0.1002 0.10983
 244450 0.09413 0.17652  0.1002 0.10984
 244500 0.09412 0.17657  0.1002 0.10986
 244550 0.09412 0.17662 0.10021 0.10987
 244600 0.09411 0.17667 0.10023 0.10987
 244650  0.0941 0.17673 0.10024 0.10986
 244700  0.0941  0.1768 0.10024 0.10986
 244750  0.0941 0.17687 0.10024 0.10985
 244800  0.0941 0.17695 0.10023 0.10984
 244850  0.0941 0.17703 0.10021 0.10984
 244900  0.0941 0.17712 0.10019 0.10985
 244950 0.09411 0.17721 0.10017 0.10987
 245000 0.09412 0.17731 0.10015  0.1099
 245050 0.09412  0.1774 0.10012 0.10994
 245100 0.09413 0.17749 0.10009 0.10999
 245150 0.09413 0.17757 0.10008 0.11003
 245200 0.09413 0.17766 0.10006 0.11008
 245250 0.09413 0.17775 0.10004 0.11012
 245300 0.09412 0.17784 0.10003 0.11015
 245350 0.09411 0.17792 0.10003 0.11018
 245400  0.0941 0.17801 0.10003  0.1102
 245450 0.09408  0.1781 0.10004 0.11021
 245500 0.09407 0.17818 0.10004 0.11022
 245550 0.09405 0.17829 0.10005 0.11023
 245600 0.09404  0.1784 0.10006 0.11024
 245650 0.09402 0.17852 0.10007 0.11025
 245700 0.09401 0.17866 0.10008 0.11026
 245750 0.09399 0.17878 0.10009 0.11026
 245800 0.09398 0.17891 0.10009 0.11028
 245850 0.09398 0.17902 0.10009 0.11031
 245900 0.09397 0.17914 0.10009 0.11034
 245950 0.09397 0.17925 0.10008 0.11038
 246000 0.09397 0.17937 0.10007 0.11041
 246050 0.09397 0.17949 0.10006 0.11044
 246100 0.09397  0.1796 0.10004 0.11045
 246150 0.09397 0.17971 0.10002 0.11047
 246200 0.09395 0.17982 0.10002 0.11048
 246250 0.09392 0.17992 0.10002 0.11048
 246300 0.09387 0.18003 0.10003 0.11048
 246350 0.09382 0.18013 0.10004 0.11048
 246400 0.09377 0.18023 0.10006 0.11049
 246450 0.09374 0.18033 0.10008  0.1105
 246500  0.0937 0.18044 0.10011 0.11052
 246550 0.09367 0.18053 0.10013 0.11054
 246600 0.09364 0.18062 0.10015 0.11055
 246650 0.09361 0.18071 0.10017 0.11055
 246700 0.09358 0.18081 0.10018 0.11056
 246750 0.09356  0.1809 0.10019 0.11057
 246800 0.09354 0.18101 0.10019  0.1106
 246850 0.09354 0.18113 0.10018 0.11063
 246900 0.09355 0.18126 0.10018 0.11067
 246950 0.09355 0.18141 0.10017  0.1107
 247000 0.09356 0.18157 0.10017 0.11073
 247050 0.09357 0.18172 0.10016 0.11076
 247100 0.09358 0.18187 0.10015 0.11079
 247150 0.09359 0.18204 0.10013 0.11082
 247200 0.09358 0.18221 0.10011 0.11084
 247250 0.09357 0.18237 0.10009 0.11086
 247300 0.09356 0.18252 0.10008 0.11089
 247350 0.09354 0.18266 0.10006 0.11091
 247400 0.09351 0.18279 0.10005 0.11093
 247450 0.09348 0.18293 0.10003 0.11094
 247500 0.09346 0.18305 0.10002 0.11095
 247550 0.09345 0.18318 0.10001 0.11095
 247600 0.09345  0.1833   0.1   0.11095
 247650 0.09345 0.18341   0.1   0.11096
 247700 0.09346 0.18351 0.10001 0.11097
 247750 0.09347  0.1836 0.10001 0.11099
 247800 0.09348 0.18369 0.10002  0.111
 247850 0.09348 0.18378 0.10002 0.11102
 247900 0.09347 0.18387 0.10002 0.11104
 247950 0.09348 0.18395 0.10002 0.11106
 248000 0.09349 0.18403 0.10002 0.11108
 248050 0.09349 0.18408 0.10002 0.11111
 248100 0.09349 0.18413 0.10002 0.11113
 248150 0.09348 0.18417 0.10001 0.11116
 248200 0.09348 0.18421 0.10001 0.11118
 248250 0.09348 0.18425   0.1   0.11121
 248300 0.09348 0.18429   0.1   0.11124
 248350 0.09348 0.18433 0.09998 0.11126
 248400 0.09346 0.18437 0.09996 0.11128
 248450 0.09344 0.18442 0.09994 0.11129
 248500 0.09342 0.18448 0.09993  0.1113
 248550 0.09338 0.18455 0.09992  0.1113
 248600 0.09335 0.18461 0.09991  0.1113
 248650 0.09332 0.18466 0.09991  0.1113
 248700  0.0933 0.18471  0.0999  0.1113
 248750 0.09329 0.18475  0.0999  0.1113
 248800 0.09328  0.1848  0.0999 0.11131
 248850 0.09328 0.18485 0.09989 0.11132
 248900 0.09329 0.18492 0.09988 0.11133
 248950 0.09331 0.18501 0.09987 0.11135
 249000 0.09333  0.1851 0.09987 0.11137
 249050 0.09335 0.18519 0.09987 0.11139
 249100 0.09337 0.18529 0.09987 0.11141
 249150  0.0934  0.1854 0.09987 0.11144
 249200 0.09341 0.18552 0.09986 0.11147
 249250 0.09343 0.18564 0.09985  0.1115
 249300 0.09344 0.18575 0.09984 0.11153
 249350 0.09345 0.18586 0.09982 0.11157
 249400 0.09344 0.18596 0.09981 0.11161
 249450 0.09344 0.18606 0.09979 0.11164
 249500 0.09343 0.18614 0.09978 0.11167
 249550 0.09343 0.18621 0.09976 0.11169
 249600 0.09342 0.18628 0.09974 0.11172
 249650 0.09341 0.18634 0.09973 0.11174
 249700  0.0934  0.1864 0.09971 0.11176
 249750  0.0934 0.18645  0.0997 0.11178
 249800  0.0934  0.1865 0.09969 0.11181
 249850  0.0934 0.18655 0.09968 0.11182
 249900  0.0934  0.1866 0.09968 0.11183
 249950  0.0934 0.18666 0.09967 0.11183
 250000 0.09339 0.18671 0.09966 0.11183
